PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Is indexable page,Canonical URL,Canonical URL code,Canonical URL patch,Canonical URL patch status,No. of canonical inlinks,No. of all inlinks,First found at
0,https://www.visitbanjarmasin.id/zh/explore/tempat-nongkrong-di-banjarmasin-timur,Tempat Nongkrong di Banjarmasin Timur（班贾尔马辛）| 马辰旅游,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/zh/explore/tempat-nongkrong-di-banjarmasin-timur,308,,,0,1,https://visitbanjarmasin.id/zh/explore/tempat-nongkrong-di-banjarmasin-timur
0,https://www.visitbanjarmasin.id/zh/explore/sewa-mobil-di-banjarmasin-tengah,Sewa Mobil di Banjarmasin Tengah（班贾尔马辛）| 马辰旅游,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/zh/explore/sewa-mobil-di-banjarmasin-tengah,308,,,0,1,https://visitbanjarmasin.id/zh/explore/sewa-mobil-di-banjarmasin-tengah
0,https://www.visitbanjarmasin.id/blog/5-tempat-nongkrong-di-banjarmasin,5 Tempat Nongkrong Sore di Pinggir Sungai Martapura yang Wajib Dikunjungi | Visit Banjarmasin Blog,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/blog/5-tempat-nongkrong-di-banjarmasin,308,,,0,5,https://visitbanjarmasin.id/blog/5-tempat-nongkrong-di-banjarmasin
0,https://www.visitbanjarmasin.id/explore/sewa-mobil-di-sungai-andai,Sewa Mobil di Sungai Andai | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/explore/sewa-mobil-di-sungai-andai,308,,,0,1,https://visitbanjarmasin.id/explore/sewa-mobil-di-sungai-andai
0,https://www.visitbanjarmasin.id/zh/explore/sewa-mobil-di-banjarmasin-timur,Sewa Mobil di Banjarmasin Timur（班贾尔马辛）| 马辰旅游,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/zh/explore/sewa-mobil-di-banjarmasin-timur,308,,,0,1,https://visitbanjarmasin.id/zh/explore/sewa-mobil-di-banjarmasin-timur
0,https://www.visitbanjarmasin.id/explore/hotel-murah-di-banjarmasin-tengah,Hotel Murah di Banjarmasin Tengah | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/explore/hotel-murah-di-banjarmasin-tengah,308,,,0,2,https://visitbanjarmasin.id/explore/hotel-murah-di-banjarmasin-tengah
0,https://www.visitbanjarmasin.id/explore/tempat-nongkrong-di-gatot-subroto,Tempat Nongkrong di Gatot Subroto | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/explore/tempat-nongkrong-di-gatot-subroto,308,,,0,1,https://visitbanjarmasin.id/explore/tempat-nongkrong-di-gatot-subroto
0,https://www.visitbanjarmasin.id/explore/wisata-malam-di-gatot-subroto,Wisata Malam di Gatot Subroto | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/explore/wisata-malam-di-gatot-subroto,308,,,0,1,https://visitbanjarmasin.id/explore/wisata-malam-di-gatot-subroto
0,https://www.visitbanjarmasin.id/ms/explore/oleh-oleh-khas-di-banjarmasin-utara,Oleh-oleh Khas di Banjarmasin Utara di Banjarmasin | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/ms/explore/oleh-oleh-khas-di-banjarmasin-utara,308,,,0,1,https://visitbanjarmasin.id/ms/explore/oleh-oleh-khas-di-banjarmasin-utara
0,https://www.visitbanjarmasin.id/ms/explore/tempat-wisata-di-banjarmasin-timur,Tempat Wisata di Banjarmasin Timur di Banjarmasin | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/ms/explore/tempat-wisata-di-banjarmasin-timur,308,,,0,1,https://visitbanjarmasin.id/ms/explore/tempat-wisata-di-banjarmasin-timur
0,https://www.visitbanjarmasin.id/ms/explore/tempat-nongkrong-di-banjarmasin-barat,Tempat Nongkrong di Banjarmasin Barat di Banjarmasin | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/ms/explore/tempat-nongkrong-di-banjarmasin-barat,308,,,0,1,https://visitbanjarmasin.id/ms/explore/tempat-nongkrong-di-banjarmasin-barat
0,https://www.visitbanjarmasin.id/en/explore/tempat-nongkrong-di-kayutangi,Tempat Nongkrong di Kayutangi in Banjarmasin | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/en/explore/tempat-nongkrong-di-kayutangi,308,,,0,1,https://visitbanjarmasin.id/en/explore/tempat-nongkrong-di-kayutangi
0,https://www.visitbanjarmasin.id/explore/sewa-mobil-di-banjarmasin-utara,Sewa Mobil di Banjarmasin Utara | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/explore/sewa-mobil-di-banjarmasin-utara,308,,,0,2,https://visitbanjarmasin.id/explore/sewa-mobil-di-banjarmasin-utara
0,https://www.visitbanjarmasin.id/en/explore/wisata-malam-di-gatot-subroto,Wisata Malam di Gatot Subroto in Banjarmasin | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/en/explore/wisata-malam-di-gatot-subroto,308,,,0,1,https://visitbanjarmasin.id/en/explore/wisata-malam-di-gatot-subroto
0,https://www.visitbanjarmasin.id/ms/blog,Blog & Artikel Pelancongan | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/ms/blog,308,,,0,5,https://visitbanjarmasin.id/ms/blog
0,https://www.visitbanjarmasin.id/en/explore/sewa-mobil-di-kuin,Sewa Mobil di Kuin in Banjarmasin | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/en/explore/sewa-mobil-di-kuin,308,,,0,1,https://visitbanjarmasin.id/en/explore/sewa-mobil-di-kuin
0,https://www.visitbanjarmasin.id/en/explore/hotel-murah-di-gatot-subroto,Hotel Murah di Gatot Subroto in Banjarmasin | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/en/explore/hotel-murah-di-gatot-subroto,308,,,0,1,https://visitbanjarmasin.id/en/explore/hotel-murah-di-gatot-subroto
0,https://www.visitbanjarmasin.id/zh/explore/sewa-mobil-di-kayutangi,Sewa Mobil di Kayutangi（班贾尔马辛）| 马辰旅游,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/zh/explore/sewa-mobil-di-kayutangi,308,,,0,1,https://visitbanjarmasin.id/zh/explore/sewa-mobil-di-kayutangi
0,https://www.visitbanjarmasin.id/explore/hotel-murah-di-banjarmasin-timur,Hotel Murah di Banjarmasin Timur | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/explore/hotel-murah-di-banjarmasin-timur,308,,,0,1,https://visitbanjarmasin.id/explore/hotel-murah-di-banjarmasin-timur
0,https://www.visitbanjarmasin.id/zh/explore/wisata-malam-di-lok-baintan,Wisata Malam di Lok Baintan（班贾尔马辛）| 马辰旅游,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/zh/explore/wisata-malam-di-lok-baintan,308,,,0,1,https://visitbanjarmasin.id/zh/explore/wisata-malam-di-lok-baintan
0,https://www.visitbanjarmasin.id/zh/explore/hotel-murah-di-banjarmasin-tengah,Hotel Murah di Banjarmasin Tengah（班贾尔马辛）| 马辰旅游,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/zh/explore/hotel-murah-di-banjarmasin-tengah,308,,,0,1,https://visitbanjarmasin.id/zh/explore/hotel-murah-di-banjarmasin-tengah
0,https://www.visitbanjarmasin.id/en/explore/tempat-nongkrong-di-banjarmasin-tengah,Tempat Nongkrong di Banjarmasin Tengah in Banjarmasin | Visit Banjarmasin,text/html; charset=utf-8,false,200,0,false,https://visitbanjarmasin.id/en/explore/tempat-nongkrong-di-banjarmasin-tengah,308,,,0,1,https://visitbanjarmasin.id/en/explore/tempat-nongkrong-di-banjarmasin-tengah
